count,hour,minute,second,msec,at1,at2,at3,t1,t2,t3,pos1,pos2,pos3,vel1,vel2,vel3
1,17,51,24,823,0.6,-7.56,-1.53,0.32206,-5.95327,0.106901,20.002,59.9991,-0.000686646,0,0.000686646,-0.00549316
2,17,51,24,829,0.57,-7.56,-1.41,0.32206,-6.35235,0.0752307,20.002,59.9984,-0.000686646,0,0.0460052,-0.00137329
3,17,51,24,835,0.57,-7.38,-1.59,0.32206,-6.35149,0.116452,20.0013,59.9984,-0.000686646,0,-0.00274658,0.000686646
4,17,51,24,841,0.75,-7.5,-1.59,-0.0268331,-5.95694,-0.0143052,20.0006,59.9991,-0.000686646,-0.0686646,0.0075531,0.000686646
5,17,51,24,847,0.6,-7.5,-1.44,0.32206,-6.12765,-1.15943,19.9992,59.9991,-0.000686646,0,0.0267792,0.0611115
6,17,51,24,853,0.63,-7.44,-1.47,0.384643,-6.27792,0.0272041,19.9986,59.9998,-0,0,0.0384521,-0.00137329
7,17,51,24,859,0.69,-7.32,-1.53,0.32206,-6.21796,0.0423028,19.9979,59.9991,-0,0,0.0343323,-0
8,17,51,24,865,0.75,-7.44,-1.53,0.32206,-5.90505,-0.000960632,19.9972,59.9991,0.000686646,0,0.000686646,-0
9,17,51,24,871,0.81,-7.44,-1.44,0.32206,-5.88569,0.0668066,19.9972,59.9998,0.000686646,0,-0.00205994,-0.00343323
10,17,51,24,877,0.81,-7.44,-1.44,0.314862,-5.95237,0,19.9965,59.9984,-0,-0.00137329,0.000686646,-0
11,17,51,24,883,0.69,-7.44,-1.38,0.690513,-5.94968,-1.29066,19.9972,59.9984,0.000686646,0.0727844,-0,0.0686646
12,17,51,24,889,0.84,-7.38,-1.47,0.416692,-6.25666,-0.0133745,19.9986,59.9991,0.000686646,0.0178528,0.0350189,0.000686646
13,17,51,24,895,0.72,-7.5,-1.44,0.356252,-5.9471,0.0475213,19.9979,59.9984,0.000686646,0.0192261,-0,-0
14,17,51,24,901,0.81,-7.5,-1.47,0.294991,-5.90322,0.000475313,19.9986,59.9991,-0,-0.00205994,-0,-0
15,17,51,24,907,0.81,-7.5,-1.41,0.304537,-5.94713,-0.0133745,19.9986,59.9991,0.000686646,0,-0,0.000686646
16,17,51,24,913,0.84,-7.5,-1.41,0.323938,-5.95327,0.0668166,19.9986,59.9991,-0,0,0.000686646,-0.00343323
17,17,51,24,919,0.84,-7.44,-1.32,0.300467,-6.35235,-1.22768,19.9979,59.9984,0.000686646,-0.00411987,0.0460052,0.0652313
18,17,51,24,925,0.9,-7.44,-1.38,0.314862,-6.33976,-0.00238657,19.9979,59.9991,0.000686646,-0.00137329,0.044632,-0
19,17,51,24,931,0.93,-7.5,-1.41,0.30782,-5.85878,0.0451447,19.9979,59.9998,0.000686646,-0.00343323,-0.00343323,-0
20,17,51,24,937,0.96,-7.5,-1.35,0.323312,-5.89119,-1.00067e-05,19.9979,59.9998,0.000686646,0,-0,-0
21,17,51,24,943,0.93,-7.5,-1.35,0.325189,-5.95758,-0.70092,19.9986,59.9991,0.000686646,0,0.000686646,0.0363922
22,17,51,24,948,0.81,-7.38,-1.35,0.667673,-6.0208,-2.00134e-05,19.9986,59.9998,0.00137329,0.0679779,0.00823975,-0
23,17,51,24,954,0.87,-7.5,-1.35,0.535565,-5.92175,0.0251816,19.9986,59.9998,0.000686646,0.0411987,-0.00274658,-0
24,17,51,24,960,0.81,-7.38,-1.32,0.292489,-6.0411,-1.00067e-05,19.9992,59.9998,0.000686646,0.00617981,0.011673,-0
25,17,51,24,966,0.84,-7.32,-1.35,0.284511,-6.35586,0.0133545,20.0013,59.9998,0.000686646,0,0.0460052,-0.000686646
26,17,51,24,972,0.69,-7.5,-1.35,0.413383,-5.93253,-1.00067e-05,20.0013,59.9998,0.000686646,0.0185394,-0,-0
27,17,51,24,978,0.69,-7.44,-1.26,0.311263,-5.88947,0.0262434,20.002,59.9998,0.000686646,-0.00205994,-0,-0.00137329
28,17,51,24,984,0.66,-7.38,-1.32,0.305163,-6.0024,-0.359864,20.0027,59.9998,0.000686646,0,0.00617981,0.0185394
29,17,51,24,990,0.63,-7.5,-1.38,0.291552,-5.94713,-0.000960632,20.0027,59.9991,0.000686646,-0.00617981,-0,-0
30,17,51,24,996,0.57,-7.5,-1.35,0.32206,-5.93938,0.0128234,20.004,59.9991,0.000686646,0,-0,-0
31,17,51,25,2,0.45,-7.5,-1.29,0.327693,-5.94717,-1.00067e-05,20.0054,59.9998,0.000686646,0,-0,-0
32,17,51,25,8,0.39,-7.5,-1.23,0.32206,-5.94717,-0.320054,20.0054,59.9998,-0,0,-0,0.0164795
33,17,51,25,39,0.3,-7.5,-1.14,0.340056,-5.94717,-1.32405,19.9999,59.9998,0.000686646,0.00343323,-0,0.0707245
34,17,51,25,45,0.42,-7.5,-1.35,0.32206,-5.94717,0.0113975,19.9979,59.9998,0.000686646,0,-0,-0
35,17,51,25,50,0.42,-7.5,-1.29,0.318931,-5.94717,0.0489472,19.9979,59.9998,0.000686646,0,-0,-0
36,17,51,25,56,0.51,-7.5,-1.14,0.32206,-5.9472,-1.28828,19.9972,60.0005,0.000686646,0,-0,0.0686646
37,17,51,25,62,0.54,-7.32,-1.29,0.32206,-6.35245,-2.0013e-05,19.9972,60.0005,0.00137329,0,0.0460052,-0
38,17,51,25,68,0.57,-7.5,-1.26,0.32206,-5.94717,0.0475113,19.9972,59.9998,0.00137329,0,-0,-0
39,17,51,25,74,0.54,-7.5,-1.29,0.647864,-5.88951,-2.0013e-05,19.9972,60.0005,0.00137329,0.063858,-0,-0
40,17,51,25,80,0.63,-7.5,-1.26,0.32206,-5.91647,-2.00134e-05,19.9972,59.9998,0.00137329,0,-0.00343323,-0
41,17,51,25,85,0.66,-7.56,-1.29,0.263859,-5.9472,-2.0013e-05,19.9972,60.0005,0.00137329,0,-0,-0
42,17,51,25,91,0.69,-7.5,-1.17,0.32206,-5.95147,0.596832,19.9972,59.9998,0.00137329,0,-0,-0.030899
43,17,51,25,97,0.69,-7.56,-1.17,0.32206,-5.94713,-0.200309,19.9986,59.9991,0.000686646,0,-0,0.0102997
44,17,51,25,103,0.69,-7.56,-1.26,0.32206,-5.9472,-0.0213991,19.9986,60.0005,0.000686646,0,-0,-0
45,17,51,25,109,0.57,-7.5,-1.23,0.552904,-5.94717,0.00710968,19.9986,59.9998,0.00137329,0.044632,-0,-0
46,17,51,25,115,0.66,-7.56,-1.26,0.32206,-5.9472,-1.00065e-05,19.9999,60.0005,0.000686646,0,-0,-0
47,17,51,25,121,0.66,-7.56,-1.26,0.281382,-5.94717,-2.00134e-05,20.0006,59.9998,0.00137329,0,-0,-0
48,17,51,25,127,0.63,-7.5,-1.29,0.32206,-5.93489,-2.00134e-05,20.0006,59.9998,0.00137329,0,-0.00137329,-0
49,17,51,25,133,0.63,-7.56,-1.2,0.32206,-5.9472,-2.0013e-05,20.0006,60.0005,0.00137329,0,-0,-0
50,17,51,25,139,0.6,-7.5,-1.26,0.32206,-5.94892,-2.0013e-05,20.0006,60.0005,0.00137329,0,-0,-0
51,17,51,25,145,0.69,-7.5,-1.23,0.32206,-6.02693,-2.00134e-05,20.0006,59.9998,0.00137329,0,0.00892639,-0
52,17,51,25,151,0.63,-7.56,-1.23,0.32206,-5.9472,-1.00065e-05,20.0006,60.0005,0.000686646,0,-0,-0
53,17,51,25,157,0.63,-7.5,-1.2,0.32206,-5.93601,0.0267088,20.0006,60.0005,0.00137329,0,-0,-0.00137329
54,17,51,25,163,0.54,-7.56,-1.11,0.32206,-5.9472,-1.20392,20.0006,60.0005,0.000686646,0,-0,0.063858
55,17,51,25,169,0.57,-7.5,-1.11,0.32206,-5.9472,-1.14388,20.0013,60.0005,0.00137329,0,-0,0.0604248
56,17,51,25,175,0.54,-7.56,-1.23,0.32206,-5.95334,0.693179,20.0013,60.0005,0.00137329,0,0.000686646,-0.0336456
57,17,51,25,181,0.54,-7.5,-1.23,0.32206,-5.9472,-0.0249991,20.0013,60.0005,0.000686646,0,-0,0.00343323
58,17,51,25,187,0.51,-7.5,-1.14,0.32206,-5.9463,-0.0233103,20.0013,59.9998,0.00137329,0,-0,-0
59,17,51,25,193,0.45,-7.56,-1.11,0.32206,-5.92265,0.00235655,20.0013,60.0005,0.00137329,0,-0.00274658,-0
60,17,51,25,199,0.54,-7.5,-1.14,0.39754,-6.08204,-2.0013e-05,20.002,60.0005,0.00137329,0.0144196,0.0151062,-0
61,17,51,25,205,0.39,-7.5,-1.2,0.573572,-5.95064,-2.0013e-05,20.002,60.0005,0.00137329,0.0487518,-0,-0
62,17,51,25,211,0.39,-7.5,-1.11,0.308918,-5.92826,-2.0013e-05,20.002,60.0005,0.00137329,0,-0,-0
63,17,51,25,217,0.39,-7.56,-1.08,0.277627,-5.94717,-0.0133845,20.0013,59.9998,0.00137329,0,-0,0.000686646
64,17,51,25,249,0.33,-7.44,-1.08,0.32206,-6.05755,-2.00134e-05,20.0006,59.9998,0.00137329,0,0.0123596,-0
65,17,51,25,255,0.33,-7.5,-1.02,0.42616,-5.9472,0.000465306,19.9999,60.0005,0.000686646,0.0199127,-0,-0
66,17,51,25,261,0.48,-7.5,-1.11,0.311263,-5.9317,-1.00065e-05,19.9986,60.0005,0.000686646,-0.00205994,-0,-0
67,17,51,25,267,0.39,-7.5,-0.96,0.300312,-5.9472,-0.893286,19.9986,60.0005,0.00137329,-0.000686646,-0,0.0466919
68,17,51,25,273,0.48,-7.44,-1.05,0.287956,-5.92261,-1.00067e-05,19.9979,59.9998,0.000686646,-0.00686646,-0.00274658,-0
69,17,51,25,279,0.48,-7.5,-1.11,0.329885,-5.9472,0.0323013,19.9979,60.0005,0.00137329,0.00137329,-0,-0
70,17,51,25,285,0.51,-7.5,-1.11,0.328318,-5.95064,-2.0013e-05,19.9979,60.0005,0.00137329,0,-0,-0
71,17,51,25,291,0.51,-7.5,-1.05,0.320809,-5.94717,0.478765,19.9986,59.9998,0.00137329,0,-0,-0.0247192
72,17,51,25,297,0.51,-7.5,-1.26,0.32206,-5.94717,1.22812,19.9992,59.9998,0.00137329,0,-0,-0.0652313
73,17,51,25,303,0.48,-7.5,-0.93,0.32206,-6.23959,-0.124022,19.9986,59.9998,0.00137329,0,0.032959,0.00549316
74,17,51,25,309,0.51,-7.56,-1.17,0.32206,-5.9472,1.19504,19.9992,60.0005,0.00137329,0,-0,-0.065918
75,17,51,25,315,0.51,-7.5,-0.99,0.32206,-5.90587,0.0839591,19.9992,60.0005,0.00137329,0,-0,-0.00411987
76,17,51,25,321,0.54,-7.5,-1.08,0.32206,-5.9472,-0.139185,19.9992,60.0005,0.00137329,0,-0,0.00480652
77,17,51,25,327,0.54,-7.5,-1.11,0.125993,-5.9472,1.27343,19.9986,60.0005,0.00137329,-0.0377655,-0,-0.0679779
78,17,51,25,333,0.57,-7.56,-0.9,0.332858,-5.9472,-0.736378,19.9992,60.0005,0.00137329,0.00205994,-0,0.0384521
79,17,51,25,339,0.57,-7.5,-1.05,0.356481,-5.94717,0.36573,19.9992,59.9998,0.00137329,0,-0,-0.021286
80,17,51,25,345,0.57,-7.5,-0.96,0.320183,-5.98403,0.0266075,19.9992,60.0005,0.000686646,0,0.00411987,-0
81,17,51,25,350,0.6,-7.5,-1.05,0.32206,-5.9472,0.464041,19.9999,60.0005,0.000686646,0,-0,-0.0247192
82,17,51,25,356,0.6,-7.5,-0.99,0.32206,-5.94203,-0.106901,19.9992,60.0005,0.000686646,0,-0,0.00549316
83,17,51,25,362,0.57,-7.5,-0.9,0.32206,-5.99017,-0.0304858,20.0006,60.0005,0.000686646,0,0.00480652,0.000686646
84,17,51,25,368,0.54,-7.5,-0.99,0.32206,-5.9472,-0.196506,20.0013,60.0005,0.000686646,0,-0,0.0102997
85,17,51,25,374,0.54,-7.5,-0.75,0.32206,-5.94117,0.147399,20.0013,60.0005,0.00137329,0,-0,-0.0075531
86,17,51,25,380,0.48,-7.44,-0.96,0.32206,-5.94723,0.00711969,20.0013,60.0005,0.000686646,0,-0,-0
87,17,51,25,386,0.42,-7.5,-0.99,0.32206,-5.94717,-0.018603,20.002,59.9998,0.000686646,0,-0,-0
88,17,51,25,392,0.39,-7.5,-0.96,0.32206,-5.9472,-0.0401124,20.002,60.0005,0.00137329,0,-0,-0
89,17,51,25,398,0.39,-7.5,-0.99,0.32206,-5.9472,0.000465306,20.0027,60.0005,0.000686646,0,-0,-0
90,17,51,25,404,0.33,-7.56,-0.9,0.32206,-5.94717,0.00140592,20.0027,59.9998,0.00137329,0,-0,-0
91,17,51,25,410,0.27,-7.5,-0.96,0.32206,-5.94717,-1.00067e-05,20.002,59.9998,0.000686646,0,-0,-0
92,17,51,25,416,0.27,-7.5,-0.96,0.32206,-5.9472,-1.00065e-05,20.002,60.0005,0.000686646,0,-0,-0
93,17,51,25,422,0.24,-7.5,-0.96,0.32206,-5.9472,-2.0013e-05,20.002,60.0005,0.00137329,0,-0,-0
94,17,51,25,449,0.3,-7.5,-0.9,0.32206,-5.9472,-2.0013e-05,19.9999,60.0005,0.00137329,0,-0,-0
95,17,51,25,455,0.3,-7.5,-0.9,0.408285,-5.9472,-2.0013e-05,19.9992,60.0005,0.00137329,0.0164795,-0,-0
96,17,51,25,461,0.42,-7.5,-0.9,0.286078,-5.94723,-2.00126e-05,19.9986,60.0011,0.00137329,-0.00686646,-0,-0
97,17,51,25,467,-0.36,-8.58,-0.84,0.0248391,-6.66654,-2.0013e-05,19.9986,60.0005,0.00137329,-0.0549316,0.0844574,-0
98,17,51,25,473,-0.99,-8.52,-0.87,-1.09109,-8.41938,-2.00122e-05,19.9972,60.0018,0.00137329,-0.592575,0.724411,-0
99,17,51,25,479,-1.29,-9,-0.84,-1.54321,-8.96719,-1.00048e-05,19.9958,60.006,0.000686646,-1.10619,1.22223,-0
100,17,51,25,485,-1.14,-9.3,-0.84,-1.88161,-9.0859,-1.00028e-05,19.9944,60.0128,0.000686646,-1.97205,1.92604,-0
101,17,51,25,491,-1.17,-9.54,-0.87,-2.15648,-9.17824,-9.99922e-06,19.991,60.0245,0.000686646,-2.74864,2.4733,-0
102,17,51,25,497,-1.77,-9.96,-0.78,-2.00389,-9.13368,-9.99486e-06,19.9862,60.0389,0.000686646,-3.414,3.11325,-0
103,17,51,25,503,-3.06,-10.08,-0.84,-1.76053,-9.25698,-9.98883e-06,19.9786,60.0588,0.000686646,-3.89946,3.73123,-0
104,17,51,25,509,-4.02,-9.72,-0.87,-1.73747,-9.59834,-9.98218e-06,19.9622,60.0808,0.000686646,-4.5092,4.60464,-0
105,17,51,25,515,-4.08,-10.92,-0.84,-2.19238,-9.26946,0.106881,19.9374,60.1083,0.000686646,-5.44716,4.94453,-0.00549316
106,17,51,25,521,-3.39,-11.34,-0.87,-2.50446,-8.83155,0,19.9045,60.1392,-0,-6.35422,5.44579,-0
107,17,51,25,527,-3.06,-10.98,-0.9,-2.26316,-9.42588,-0.0038025,19.864,60.1742,-0,-6.99554,6.22444,-0
108,17,51,25,533,-2.37,-9.96,-0.87,-1.56652,-9.0498,-9.94266e-06,19.8193,60.2113,0.000686646,-7.1315,6.41602,-0
109,17,51,25,539,-2.4,-9.12,-0.87,-0.981343,-8.6512,-9.93058e-06,19.7747,60.2511,0.000686646,-7.13081,6.85616,-0
110,17,51,25,545,-2.28,-9.06,-0.9,-1.30217,-9.02042,-9.91767e-06,19.7301,60.2937,0.000686646,-7.59567,7.32033,-0
111,17,51,25,551,-2.43,-9.36,-0.9,-1.86973,-9.04568,-9.90413e-06,19.6834,60.3383,0.000686646,-8.18825,7.75978,-0
112,17,51,25,557,-2.46,-9.42,-1.05,-1.85729,-9.29879,0.867839,19.6339,60.3857,0.000686646,-8.61809,8.3963,-0.0453186
113,17,51,25,563,-2.25,-8.7,-0.81,-2.00239,-9.69539,0.0267288,19.5824,60.4372,-0,-9.33426,9.11865,-0.00137329
114,17,51,25,569,-2.04,-9.36,-0.69,-2.27741,-9.56472,-1.35542,19.5282,60.4921,0.000686646,-10.0312,9.62677,0.0707245
115,17,51,25,575,-1.98,-10.14,-0.87,-2.23365,-9.0471,-0.000960466,19.4678,60.5491,0.000686646,-10.6677,9.92134,-0
116,17,51,25,581,-2.46,-9.6,-0.87,-1.80735,-9.42275,0.0489376,19.4025,60.6102,0.00137329,-10.8861,10.6931,-0
117,17,51,25,587,-3.6,-10.02,-0.87,-1.59378,-9.95316,-9.80183e-06,19.3339,60.6747,0.000686646,-11.2692,11.3784,-0
118,17,51,25,593,-2.52,-10.32,-0.87,-2.42418,-9.76582,-9.78092e-06,19.2625,60.7434,0.000686646,-12.3452,11.9724,-0
119,17,51,25,599,-2.31,-11.1,-0.93,-2.66753,-9.47866,-1.95183e-05,19.189,60.8148,0.00137329,-12.9646,12.407,-0
120,17,51,25,605,-3.03,-11.4,-0.72,-2.07839,-9.33947,-1.42991,19.1135,60.8904,0.000686646,-13.3738,12.8671,0.0769043
121,17,51,25,611,-2.79,-10.14,-0.93,-2.2904,-9.37236,-0.0267385,19.0345,60.9693,0.000686646,-14.1854,13.3058,0.00137329
122,17,51,25,617,-3.99,-9.96,-0.93,-2.12368,-8.69783,0.908338,18.9494,61.0497,0.000686646,-14.401,13.2282,-0.044632
123,17,51,25,623,-2.61,-8.58,-0.84,-2.37133,-8.63213,-0.239328,18.8601,61.1293,0.000686646,-15.433,13.5956,0.0123596
124,17,51,25,651,-2.37,-10.02,-0.87,-4.73687,-10.263,-0.0309144,18.3801,61.5179,0.00137329,-18.111,14.7533,-0
125,17,51,25,657,-2.22,-9,-0.81,-4.34085,-11.0429,0.00854611,18.2682,61.6093,0.000686646,-18.6802,15.6981,-0
126,17,51,25,663,-2.04,-10.26,-0.81,-2.33831,-9.9594,-9.48745e-06,18.1549,61.702,0.000686646,-19.1382,15.9762,-0
127,17,51,25,669,-2.43,-10.26,-0.81,-2.38052,-9.57786,-1.89153e-05,18.0396,61.7988,0.00137329,-19.7246,16.5866,-0
128,17,51,25,675,-2.37,-7.92,-0.84,-2.6266,-9.24366,-9.42742e-06,17.9228,61.897,0.000686646,-20.4181,16.5942,-0
129,17,51,25,681,-3,-8.7,-0.84,-2.5277,-7.88628,-9.39694e-06,17.8047,61.9958,0.000686646,-20.8733,16.1382,-0
130,17,51,25,687,-2.76,-8.1,-0.84,-2.89744,-8.31176,-1.87337e-05,17.6825,62.0934,0.00137329,-21.9205,16.4671,-0
131,17,51,25,693,-2.61,-9.12,-0.93,-3.08558,-8.20345,1.15515,17.5534,62.1895,0.000686646,-22.5508,15.9439,-0.0611115
132,17,51,25,699,-3.78,-9.06,-0.84,-2.37098,-8.05768,-9.30852e-06,17.4181,62.2822,0.000686646,-22.8014,16.1444,-0
133,17,51,25,705,-3.12,-8.94,-0.81,-2.75954,-8.16834,-0.0423028,17.2767,62.3749,-0,-23.8081,15.7242,-0
134,17,51,25,711,-2.76,-9.06,-0.87,-3.17688,-7.45674,-9.25114e-06,17.1318,62.4676,0.000686646,-24.483,15.3692,-0
135,17,51,25,717,-2.82,-9.66,-0.84,-2.54519,-7.16851,0,16.9849,62.5568,-0,-24.7817,14.743,-0
136,17,51,25,722,-3.72,-8.52,-0.84,-2.51796,-7.10394,0,16.8345,62.6461,-0,-25.3963,14.3502,-0
137,17,51,25,728,-2.1,-9.48,-0.81,-3.62857,-6.8016,-9.16938e-06,16.6834,62.7312,0.000686646,-26.8417,13.5159,-0
138,17,51,25,734,-2.34,-8.82,-0.78,-2.987,-6.83885,-0.70091,16.5269,62.8136,-0,-26.7565,13.1651,0.0363922
139,17,51,25,740,-3.39,-8.1,-0.87,-2.32526,-7.85141,0,16.3662,62.8947,0.000686646,-27.4418,13.1369,-0
140,17,51,25,746,-1.32,-8.22,-0.87,-2.84367,-7.81705,0.0251825,16.1987,62.9743,0.00137329,-27.9025,12.7716,-0
141,17,51,25,752,-2.58,-8.7,-0.81,-2.88983,-8.03931,-9.07309e-06,16.0284,63.0533,0.000686646,-29.041,13.1857,-0
142,17,51,25,758,-2.49,-8.94,-0.81,-3.05128,-9.67496,-1.80889e-05,15.8546,63.1329,0.00137329,-29.2113,13.8084,-0
143,17,51,25,764,-3.15,-8.76,-0.81,-2.80714,-10.0441,-9.02346e-06,15.6775,63.2146,0.00137329,-29.7702,13.9684,-0
144,17,51,25,770,-3.69,-9.84,-0.81,-2.77554,-8.92242,-8.99733e-06,15.5319,63.284,0.000686646,-30.0895,14.3578,-0
145,17,51,25,776,-2.91,-10.02,-0.78,-3.09315,-9.29378,-1.79415e-05,15.3534,63.3691,0.00137329,-30.7988,14.8055,-0
146,17,51,25,782,-4.71,-11.16,-0.72,-2.96744,-8.90064,-0.306782,15.1694,63.4577,0.000686646,-31.2836,14.5953,0.0157928
147,17,51,25,788,-4.41,-9,-0.93,-3.15467,-7.69002,-0.0534551,14.9524,63.5621,0.000686646,-32.17,14.3166,0.00274658
148,17,51,25,794,-4.53,-10.08,-0.87,-3.22943,-7.62884,0.0109322,14.7917,63.6342,-0,-32.6184,13.9753,-0
149,17,51,25,800,-2.97,-8.88,-0.9,-3.64208,-7.44056,0.00190125,14.5953,63.7207,-0,-33.8942,13.5612,-0
150,17,51,25,806,-3.57,-8.64,-0.9,-3.92977,-7.30359,0,14.3907,63.8052,-0,-34.622,13.1266,-0
151,17,51,25,812,-4.32,-9.18,-0.87,-2.95618,-7.30887,-8.80938e-06,14.1792,63.8848,0.000686646,-34.8198,12.7311,-0
152,17,51,25,818,-3.48,-8.76,-0.75,-2.79536,-8.14128,-1.25227,13.9643,63.9624,-0,-35.3451,12.9481,0.0666046
153,17,51,25,824,-2.7,-8.1,-0.84,-3.2806,-8.70722,-1.15517,13.7425,64.0407,0.000686646,-36.0406,12.9989,0.0611115
154,17,51,25,830,-2.94,-7.74,-0.87,-3.10009,-8.9721,0.0460966,13.5152,64.1162,0.000686646,-36.3524,13.4068,-0
155,17,51,25,835,-2.55,-8.88,-0.87,-2.93913,-9.13406,0.0422941,13.3271,64.1814,0.000686646,-36.8468,13.577,-0
156,17,51,25,866,-2.64,-11.1,-0.84,-5.54157,-12.4202,-8.57368e-06,12.155,64.6339,0.000686646,-39.8639,16.4644,-0
157,17,51,25,872,-4.23,-10.5,-0.87,-5.42404,-13.262,-1.70849e-05,11.9243,64.7328,0.00137329,-40.212,17.2678,-0
158,17,51,25,878,-4.89,-11.28,-0.81,-3.40994,-10.279,-8.50948e-06,11.6874,64.8372,0.000686646,-40.9811,17.7518,-0
159,17,51,25,884,-5.61,-11.7,-0.75,-3.6471,-10.0425,0.186957,11.4375,64.9443,0.000686646,-41.5606,18.3376,-0.00961304
160,17,51,25,890,-2.7,-10.74,-0.9,-3.68063,-9.68351,-8.44104e-06,11.182,65.0535,0.000686646,-42.3283,18.5236,-0
161,17,51,25,896,-2.1,-10.26,-0.9,-2.69455,-8.32293,-0.00666279,10.9232,65.1627,0.000686646,-41.8497,18.0416,-0
162,17,51,25,902,-2.19,-10.2,-0.87,-1.03772,-7.49855,0,10.665,65.2725,-0,-40.8492,17.5864,-0
163,17,51,25,908,-1.74,-10.08,-0.84,-0.977938,-7.17403,-0.778324,10.4095,65.3783,0.000686646,-40.3308,16.8729,0.0405121
164,17,51,25,914,-0.81,-8.82,-0.87,-1.15531,-7.26781,-8.30445e-06,10.1589,65.484,0.000686646,-39.5631,16.5049,-0
165,17,51,25,920,-0.66,-6.96,-0.84,-0.603648,-7.50369,0.0280352,9.90417,65.5856,0.000686646,-38.4927,15.9982,-0
166,17,51,25,926,0.39,-8.1,-0.84,-0.801421,-6.4186,-1.64822e-05,9.6563,65.6831,0.00137329,-37.9681,14.813,-0
167,17,51,25,932,1.23,-7.2,-0.78,-1.76263,-7.6302,0.0133481,9.41872,65.7751,0.00137329,-37.953,15.2504,-0.000686646
168,17,51,25,938,0.42,-7.56,-0.69,-1.62193,-8.406,-3.273e-05,9.19212,65.8672,0.00274658,-37.3061,14.7045,-0
169,17,51,25,944,-0.87,-7.8,-0.84,-1.58445,-8.21701,0.0796687,8.97514,65.9585,0.00274658,-37.2526,14.9764,-0.00411987
170,17,51,25,950,-2.37,-8.58,-0.72,-2.46172,-9.42903,0.661963,8.76366,66.0477,0.00274658,-37.5533,15.3767,-0.0343323
171,17,51,25,955,-1.95,-9.06,-0.63,-3.40002,-9.63009,-0.0162488,8.58444,66.1212,0.00274658,-38.4906,15.6644,-0
172,17,51,25,961,-3.06,-10.68,-0.63,-3.65474,-9.57736,-0.0237979,8.36334,66.2112,0.00274658,-39.4148,16.2488,-0
173,17,51,25,967,-3.15,-11.52,-0.66,-3.97672,-9.78767,-0.0129134,8.13263,66.3032,0.00205994,-40.258,16.6821,0.000686646
174,17,51,25,973,-2.79,-10.86,-0.69,-4.04052,-9.48577,-1.60246e-05,7.8614,66.4172,0.00137329,-40.8513,16.7747,-0
175,17,51,25,979,-2.7,-10.92,-0.63,-2.18225,-8.43804,0.439687,7.6664,66.4975,0.00137329,-40.0733,16.5008,-0.0226593
176,17,51,25,985,-1.92,-9.9,-0.69,-1.64613,-8.19995,-7.94961e-06,7.435,66.5957,0.000686646,-40.0781,16.4046,-0
177,17,51,25,991,-2.34,-9.96,-0.66,-1.39016,-7.70285,-0.0157012,7.20016,66.6918,0.00137329,-39.0694,15.7592,-0
178,17,51,25,997,-2.4,-10.02,-0.66,-0.668404,-6.86588,-7.88815e-06,6.96327,66.7873,0.000686646,-38.3196,15.0245,-0
179,17,51,26,3,-1.62,-7.56,-0.66,-1.09964,-7.60885,0.026713,6.72432,66.8786,0.00137329,-37.8094,14.9709,-0.00137329
180,17,51,26,9,-1.74,-8.52,-0.6,-0.997344,-7.26781,-1.56612e-05,6.48399,66.9665,0.00137329,-36.9882,14.0034,-0
181,17,51,26,15,-1.77,-8.4,-0.6,-1.2981,-7.1964,-0.000974034,6.23955,67.0523,0.00205994,-36.8166,13.895,-0
182,17,51,26,21,-0.15,-8.7,-0.63,-2.24366,-7.80746,-1.55516e-05,6.00334,67.1368,0.00137329,-37.0226,13.4322,-0
183,17,51,26,27,-0.12,-7.56,-0.57,-2.07691,-7.80565,-1.5499e-05,5.77744,67.2185,0.00137329,-36.6847,13.3244,-0
184,17,51,26,33,-0.66,-6.96,-0.6,-2.01332,-8.66411,-1.54468e-05,5.56389,67.2995,0.00137329,-36.8145,13.5345,-0
185,17,51,26,39,-1.56,-7.56,-0.6,-2.65035,-8.80778,-1.53955e-05,5.35309,67.3792,0.00137329,-37.1585,13.5386,-0
186,17,51,26,45,-3.09,-8.52,-0.54,-2.97024,-9.18351,-1.53432e-05,5.14229,67.4602,0.00137329,-37.6165,14.0247,-0
187,17,51,26,51,-3.03,-9.6,-0.51,-3.57576,-9.71788,-2.2935e-05,4.93149,67.5426,0.00205994,-38.5771,14.4347,-0
188,17,51,26,57,-3.72,-9.96,-0.51,-3.9322,-10.2598,-1.52337e-05,4.71519,67.6298,0.00137329,-39.386,15.3122,-0
189,17,51,26,84,-5.82,-13.56,-0.57,-6.21784,-13.1859,-7.47846e-06,3.62617,68.0576,0.000686646,-42.6901,17.929,-0
190,17,51,26,90,-4.77,-13.14,-0.54,-6.3885,-12.7542,0,3.36525,68.1647,-0,-43.6391,18.4371,-0
191,17,51,26,96,-5.88,-11.46,-0.57,-3.57412,-9.28453,-7.40744e-06,3.09952,68.2766,0.000686646,-43.8451,18.2902,-0
192,17,51,26,102,-4.71,-9.48,-0.63,-3.72813,-8.42249,0,2.83035,68.3913,-0,-44.91,18.1151,-0
193,17,51,26,108,-3.09,-9.18,-0.63,-3.31112,-7.58044,0,2.55707,68.5039,-0,-44.6704,17.3275,-0
194,17,51,26,114,-2.52,-7.26,-0.6,-1.81754,-7.28205,-7.29813e-06,2.28035,68.6131,0.000686646,-44.1238,16.9286,-0
