count,hour,minute,second,msec,at1,at2,at3,t1,t2,t3,pos1,pos2,pos3,vel1,vel2,vel3
3367,17,51,47,442,1.23,-7.26,1.62,3.47154,-6.71346,0,46.5326,92.8942,-0,40.1688,-0,-0
3368,17,51,47,473,5.16,-7.26,1.62,4.99124,-6.71345,2.0215e-06,47.7878,92.8949,0.00137329,42.3557,-0,-0
3369,17,51,47,479,3.69,-7.26,1.62,6.43809,-6.71346,2.02102e-06,48.046,92.8942,0.00137329,43.7634,-0,-0
3370,17,51,47,485,4.89,-7.2,1.71,3.99353,-6.71345,3.03225e-06,48.3055,92.8949,0.00205994,43.2916,-0,-0
3371,17,51,47,491,4.5,-7.26,1.68,3.03051,-6.71345,2.02198e-06,48.5671,92.8956,0.00137329,43.626,-0,-0
3372,17,51,47,497,2.55,-7.2,1.71,3.49593,-6.71345,2.0215e-06,48.8274,92.8949,0.00137329,43.6631,-0,-0
3373,17,51,47,503,2.49,-7.2,1.71,2.88436,-6.71346,2.02102e-06,49.089,92.8942,0.00137329,43.3424,-0,-0
3374,17,51,47,509,2.97,-7.32,1.56,2.0767,-6.60919,1.22814,49.3485,92.8942,0.000686646,42.5336,-0.011673,-0.0652313
3375,17,51,47,515,1.74,-7.26,1.68,1.49458,-6.71346,2.02054e-06,49.6088,92.8935,0.00137329,41.6196,-0,-0
3376,17,51,47,521,2.1,-7.32,1.68,1.53217,-6.7281,-0.0451537,49.8676,92.8935,0.000686646,40.8884,-0,-0
3377,17,51,47,527,2.13,-7.26,1.71,1.47959,-6.71346,1.01003e-06,50.1272,92.8928,0.000686646,39.9628,-0,-0
3378,17,51,47,533,1.92,-7.26,1.68,1.74734,-6.71346,0,50.3847,92.8935,-0,39.546,-0,-0
3379,17,51,47,539,0.24,-7.26,1.65,3.08233,-6.71346,0,50.636,92.8942,-0,40.0596,-0,-0
3380,17,51,47,545,-0.3,-7.2,1.62,3.16922,-6.73801,1.01051e-06,50.8777,92.8942,0.000686646,39.7533,0.00274658,-0
3381,17,51,47,551,1.08,-7.32,1.41,2.34964,-6.74415,1.30022,51.1118,92.8942,-0,39.386,0.00343323,-0.0693512
3382,17,51,47,556,1.74,-7.32,1.65,3.17073,-6.71002,0.0668156,51.3432,92.8935,-0.000686646,39.9525,-0,-0.00343323
3383,17,51,47,562,2.04,-7.32,1.68,3.42803,-6.70915,-1.11694,51.5739,92.8935,0.000686646,39.8714,-0,0.0563049
3384,17,51,47,568,2.85,-7.32,1.68,2.42887,-6.71346,-0.546874,51.8026,92.8935,-0,39.3668,-0,0.0281525
3385,17,51,47,574,2.07,-7.26,1.59,2.9271,-6.71345,0.0389756,52.0361,92.8949,-0,39.8103,-0,-0
3386,17,51,47,580,2.22,-7.2,1.62,3.78256,-6.71345,0.0194888,52.2647,92.8963,0.000686646,40.2237,-0,-0
3387,17,51,47,586,2.94,-7.2,1.56,2.87572,-6.71345,0,52.4934,92.8963,-0,39.6984,-0,-0
3388,17,51,47,592,2.07,-7.14,1.59,2.74335,-6.71345,1.01123e-06,52.7186,92.8963,0.000686646,39.9538,-0,-0
3389,17,51,47,598,4.11,-7.14,1.59,3.01189,-6.71345,0,52.9479,92.8956,-0,39.7341,-0,-0
3390,17,51,47,604,5.01,-7.2,1.62,2.66281,-6.71345,1.01075e-06,53.1834,92.8949,0.00137329,39.6126,-0,-0
3391,17,51,47,610,4.86,-7.14,1.56,3.20533,-6.71345,0.491951,53.4231,92.8949,0.00137329,40.1145,-0,0.0205994
3392,17,51,47,616,4.41,-7.2,1.62,3.33253,-6.71345,2.0215e-06,53.6696,92.8949,0.00137329,40.556,-0,0.0109863
3393,17,51,47,622,4.02,-7.14,1.62,3.35793,-6.71345,0.209367,53.8776,92.8949,0.00205994,39.9985,-0,0.000686646
3394,17,51,47,628,2.4,-7.14,1.77,3.50718,-6.71345,0.0133676,54.1262,92.8956,0.00205994,40.5272,-0,-0.000686646
3395,17,51,47,634,2.85,-7.14,1.71,2.76046,-6.62756,-0.00807931,54.3734,92.8956,0.000686646,40.0967,-0.00961304,-0
3396,17,51,47,640,3,-7.14,1.71,2.52915,-6.52376,-0.000473292,54.6185,92.8942,0.00137329,40.0191,-0.021286,-0
3397,17,51,47,646,1.89,-7.26,1.65,2.9465,-6.68869,1.01027e-06,54.8657,92.8935,0.000686646,40.0452,-0.00411987,-0
3398,17,51,47,652,2.49,-7.26,1.65,2.84116,-6.76472,0,55.1157,92.8922,-0,39.8611,0.00274658,-0
3399,17,51,47,658,1.41,-7.26,1.68,3.08081,-6.71863,-0.518247,55.3663,92.8928,-0,40.1365,-0,0.0267792
3400,17,51,47,688,2.28,-7.2,1.62,1.23306,-6.71001,1.01051e-06,56.5514,92.8942,0.000686646,38.0299,-0,-0
3401,17,51,47,694,3.42,-7.14,1.59,0.285096,-7.02385,0.0185382,56.7725,92.8942,0.000686646,37.3013,0.0350189,-0
3402,17,51,47,700,2.43,-7.2,1.59,2.32666,-6.71346,0,56.9923,92.8942,-0,37.4284,-0,-0
3403,17,51,47,706,2.49,-7.14,1.62,2.46708,-6.66954,1.01075e-06,57.212,92.8949,0.000686646,36.8811,-0,-0
3404,17,51,47,712,2.4,-7.26,1.62,1.79619,-6.32585,1.01075e-06,57.431,92.8949,0.000686646,36.3009,-0.0439453,-0
3405,17,51,47,718,2.4,-7.14,1.56,1.54541,-6.71959,0,57.6473,92.8956,-0,35.5174,0.000686646,-0
3406,17,51,47,724,2.31,-7.14,1.59,1.32599,-6.76856,1.01075e-06,57.8616,92.8949,0.000686646,34.7353,-0,-0
3407,17,51,47,729,2.04,-7.14,1.59,1.5572,-6.7126,1.01051e-06,58.0387,92.8942,0.000686646,34.2307,-0,-0
3408,17,51,47,735,1.35,-7.2,1.62,1.87454,-6.71346,1.01027e-06,58.2495,92.8935,0.000686646,33.8173,-0,-0
3409,17,51,47,741,0.99,-7.2,1.62,2.1762,-6.67049,1.01051e-06,58.4562,92.8942,0.000686646,33.6518,-0.00480652,-0
3410,17,51,47,747,1.44,-7.2,1.62,1.37572,-6.71346,1.01051e-06,58.6629,92.8942,0.000686646,32.4213,-0,-0
3411,17,51,47,753,1.11,-7.2,1.59,0.918883,-6.71949,1.01027e-06,58.8634,92.8935,0.000686646,31.7862,-0,-0
3412,17,51,47,759,-0.24,-7.26,1.59,1.54963,-6.71346,0,59.0577,92.8935,-0,31.2733,-0,-0
3413,17,51,47,765,-0.45,-7.2,1.56,1.90844,-6.71346,0,59.2486,92.8942,-0,31.0432,-0,-0
3414,17,51,47,771,0.36,-7.26,1.59,1.09491,-6.71346,0,59.4312,92.8928,-0,29.7043,-0,-0
3415,17,51,47,777,-0.39,-7.26,1.56,0.764564,-6.71346,0.0400914,59.6084,92.8928,-0.000686646,29.1399,-0,-0.00205994
3416,17,51,47,783,0.6,-7.2,1.56,1.2577,-6.71346,0.0400914,59.7794,92.8935,-0.000686646,28.3797,-0,-0.00205994
3417,17,51,47,789,0.33,-7.26,1.53,1.10139,-6.71346,-0.00142594,59.9462,92.8942,-0,27.6787,-0,-0
3418,17,51,47,795,1.11,-7.26,1.5,1.2325,-6.71345,-0.00142594,60.1089,92.8949,-0,27.0916,-0,-0
3419,17,51,47,801,0.81,-7.2,1.5,1.28614,-6.71345,1.01099e-06,60.2696,92.8956,0.000686646,26.4798,-0,-0
3420,17,51,47,807,0.96,-7.14,1.47,1.50129,-6.71345,1.01123e-06,60.4269,92.8963,0.000686646,26.1454,-0,-0
3421,17,51,47,813,-0.09,-7.14,1.47,1.93474,-6.71345,0,60.58,92.8963,-0,26.0156,-0,-0
3422,17,51,47,819,1.47,-7.08,1.44,1.19105,-6.67048,0,60.7304,92.8963,-0,24.9197,-0.00480652,-0
3423,17,51,47,824,1.53,-7.14,1.41,0.777214,-6.32584,-1.01147e-06,60.8533,92.897,-0.000686646,24.3031,0.00411987,-0
3424,17,51,47,830,1.14,-7.02,1.5,1.55464,-6.72561,0,61.0002,92.897,-0,24.1322,0.000686646,-0
3425,17,51,47,836,0.69,-7.02,1.44,1.33499,-6.76856,0,61.1458,92.8956,-0,23.3727,-0,-0
3426,17,51,47,842,0.99,-7.08,1.47,0.892901,-6.71259,1.01075e-06,61.2893,92.8949,0.000686646,22.6902,-0,-0
3427,17,51,47,848,0.33,-7.02,1.47,1.09302,-7.05368,1.01051e-06,61.4294,92.8942,0.000686646,22.1759,0.0384521,-0
3428,17,51,47,854,0.27,-7.08,1.41,1.20793,-6.71346,1.01051e-06,61.5667,92.8942,0.000686646,21.5668,-0,-0
3429,17,51,47,860,-0.57,-7.08,1.44,1.07098,-6.66524,0,61.7006,92.8935,-0,21.0127,-0,-0
3430,17,51,47,866,-0.27,-7.08,1.47,0.763171,-6.71346,0,61.8283,92.8935,-0,20.186,-0,-0
3431,17,51,47,898,0.57,-7.14,1.38,-1.80916,-6.71346,0,62.414,92.8935,-0,16.8942,-0,-0
3432,17,51,47,904,1.62,-7.2,1.35,-1.93596,-6.71346,0.531379,62.5108,92.8935,0.000686646,15.9741,-0,-0.0274658
3433,17,51,47,910,1.17,-7.14,1.38,0.367232,-6.71345,1.01075e-06,62.6042,92.8949,0.000686646,15.2456,-0,-0
3434,17,51,47,916,-0.12,-7.02,1.35,1.20715,-7.05368,-0.139257,62.6942,92.8949,-0,15.247,0.0384521,0.00617981
3435,17,51,47,922,0.6,-7.14,1.5,1.37779,-6.71345,-0.22695,62.7807,92.8949,-0,14.7313,-0,0.011673
3436,17,51,47,928,0.81,-7.08,1.35,0.640117,-6.66523,1.03591,62.8624,92.8956,-0,13.9616,-0,-0.054245
3437,17,51,47,934,0.69,-7.08,1.59,0.560914,-6.71345,-1.26822,62.942,92.8949,-0,13.3875,-0,0.0679779
3438,17,51,47,939,1.23,-7.08,1.32,0.461003,-6.71346,0.506949,63.021,92.8942,0.000686646,12.5498,-0,-0.0281525
3439,17,51,47,945,1.11,-7.08,1.56,0.424484,-6.78709,-1.22924,63.0986,92.8949,0.000686646,11.9648,0.00823975,0.0679779
3440,17,51,47,951,0.21,-7.08,1.56,1.10653,-6.52375,-1.40262,63.1755,92.8949,0.000686646,11.8797,-0.021286,0.0741577
3441,17,51,47,957,0.15,-7.08,1.41,0.590608,-6.72768,0.047056,63.2476,92.8942,-0,10.7831,0.00274658,-0
3442,17,51,47,963,0,-7.08,1.38,0.151203,-6.74015,0.0513348,63.3163,92.8942,0.000686646,10.2427,-0,-0
3443,17,51,47,969,-0.3,-7.08,1.29,0.53641,-6.71001,-0.661995,63.3801,92.8942,0.000686646,9.60068,-0,0.0343323
3444,17,51,47,975,-0.09,-7.2,1.5,0.31616,-7.10695,1.13064,63.4406,92.8942,-0,8.85567,0.044632,-0.0597382
3445,17,51,47,981,-0.39,-7.14,1.35,0.105102,-6.71346,-1.3476,63.4948,92.8935,-0,8.02345,-0,0.0734711
3446,17,51,47,987,-0.78,-7.08,1.26,0.380106,-6.65749,1.08929,63.5442,92.8935,-0,7.23862,-0,0.00686646
3447,17,51,47,993,-1.02,-7.14,1.23,0.611087,-6.71346,1.25477,63.5882,92.8935,-0,7.04979,-0,-0.063858
3448,17,51,47,999,-0.57,-7.08,1.17,0.281224,-6.71346,0.788232,63.6225,92.8935,-0,6.06033,-0,0.0460052
3449,17,51,48,5,0,-7.14,1.29,0.116973,-6.71346,0.00925102,63.6575,92.8935,-0,5.66139,-0,-0
3450,17,51,48,11,-0.6,-7.14,1.26,0.51276,-6.72574,-0.0299447,63.6898,92.8935,-0,5.1004,-0,-0
3451,17,51,48,17,-0.36,-7.14,1.29,0.542278,-6.49947,-0.00190024,63.718,92.8942,0.000686646,4.67468,-0.0240326,-0
3452,17,51,48,23,-0.24,-7.14,1.35,0.228557,-6.71173,1.01075e-06,63.744,92.8949,0.000686646,4.06288,-0,-0
3453,17,51,48,29,0.12,-6.96,1.29,0.0658592,-6.78655,0,63.7701,92.8956,-0,3.21899,-0.00137329,-0
3454,17,51,48,35,0.3,-7.08,1.29,0.07887,-6.71345,1.01075e-06,63.7846,92.8949,0.000686646,2.72049,-0,-0
3455,17,51,48,41,0.03,-7.02,1.26,0.340774,-6.70742,1.01099e-06,63.801,92.8956,0.000686646,2.25769,-0,-0
3456,17,51,48,47,0.39,-7.08,1.32,0.235495,-6.71345,0,63.812,92.8956,-0,1.60538,-0,-0
3457,17,51,48,53,0.06,-7.02,1.26,0.161283,-6.71345,0,63.821,92.8956,-0,1.08696,-0,-0
3458,17,51,48,59,0,-7.02,1.23,0.234444,-6.71345,0,63.8264,92.8949,-0,0.549316,-0,-0
3459,17,51,48,65,0.12,-6.84,1.26,-0.332885,-6.89099,0,63.8285,92.8949,-0,0.065918,0.0199127,-0
3460,17,51,48,71,-0.03,-7.02,1.26,-0.24332,-6.71346,1.01051e-06,63.8285,92.8942,0.000686646,-0.0123596,-0,-0
3461,17,51,48,98,0,-7.14,1.2,0.140056,-6.63939,1.01027e-06,63.8148,92.8935,0.000686646,-0.0233459,-0.00549316,-0
3462,17,51,48,104,0.18,-6.9,1.23,-0.0286325,-7.01787,0,63.8107,92.8928,-0,-0.0714111,0.0343323,-0
3463,17,51,48,110,-0.42,-5.76,1.38,-0.448707,-5.94339,-0.867848,63.8052,92.8935,0.000686646,-0.181961,-0.0920105,0.0453186
3464,17,51,48,116,-0.09,-5.46,1.2,-1.16572,-4.38249,1.00931e-06,63.7983,92.8908,0.000686646,-0.728531,-0.588455,-0
3465,17,51,48,122,0.09,-5.94,1.2,-0.813582,-4.61401,0.0313716,63.7894,92.888,0.000686646,-0.479279,-0.536957,-0
3466,17,51,48,128,0.21,-5.7,1.26,0.432565,-5.97697,1.00764e-06,63.7791,92.886,0.000686646,-0.11467,-0.211487,-0
3467,17,51,48,134,0.96,-5.94,1.23,0.566317,-6.48958,1.0074e-06,63.7688,92.8853,0.000686646,-0.0370789,-0.10849,-0
3468,17,51,48,140,1.47,-5.82,1.23,0.458959,-6.57347,1.00716e-06,63.7612,92.8846,0.000686646,0.00617981,-0.0460052,-0
3469,17,51,48,146,1.11,-4.92,1.26,0.355855,-5.35212,2.01431e-06,63.7585,92.8846,0.00137329,0,-0.21698,-0
3470,17,51,48,152,-0.06,-4.56,1.29,-0.485878,-4.30184,1.00668e-06,63.7592,92.8832,0.000686646,-0.185394,-0.722351,-0
3471,17,51,48,158,-0.36,-4.38,1.29,-1.23945,-3.8052,2.01048e-06,63.7619,92.8791,0.00137329,-0.737457,-1.26411,-0
3472,17,51,48,164,-0.21,-5.04,1.26,-1.10629,-4.40036,1.00285e-06,63.7653,92.8722,0.000686646,-0.774536,-1.29364,-0
3473,17,51,48,170,0.06,-5.7,1.26,-0.348552,-5.58596,1.00021e-06,63.7653,92.8647,0.000686646,-0.517731,-0.907059,-0
3474,17,51,48,176,0,-6.06,1.26,0.252727,-6.12806,9.98054e-07,63.7633,92.8585,0.000686646,-0.176468,-0.53215,-0
3475,17,51,48,182,0.06,-6.3,1.26,0.790332,-6.08051,0,63.7598,92.853,-0,-0.000686646,-0.298691,-0
3476,17,51,48,188,0.18,-6.42,1.29,0.472099,-6.04916,0.28019,63.7612,92.8516,-0,-0.00205994,-0.180588,-0.0144196
3477,17,51,48,194,-0.69,-5.52,1.23,0.0438753,-5.28686,9.9518e-07,63.7653,92.8503,0.000686646,-0.054245,-0.310364,-0
3478,17,51,48,200,-0.21,-5.4,1.26,-1.44348,-4.48268,-0.00998057,63.7729,92.8482,0.000686646,-0.951691,-0.713425,-0
3479,17,51,48,206,-0.54,-6,1.44,-1.16806,-4.77138,-0.981607,63.7832,92.8448,0.000686646,-0.714798,-0.620041,0.0514984
3480,17,51,48,212,-1.08,-5.7,1.26,0.0262232,-5.9087,1.98461e-06,63.7887,92.842,0.00137329,-0.365295,-0.273972,-0
3481,17,51,48,218,-0.96,-6.06,1.29,-0.146026,-6.3034,0.0356504,63.7901,92.84,0.00137329,-0.335083,-0.153809,-0
3482,17,51,48,224,-0.75,-6.12,1.29,-0.548213,-6.32211,9.91107e-07,63.7859,92.8386,0.000686646,-0.395508,-0.0865173,-0
3483,17,51,48,230,-0.57,-6.18,1.11,-0.470753,-6.45466,1.15516,63.7804,92.8372,0.000686646,-0.32135,-0.0514984,-0.0611115
3484,17,51,48,236,-0.45,-6.12,1.23,-0.323232,-6.55386,0,63.7756,92.8372,-0,-0.269165,-0.0302124,-0
3485,17,51,48,242,-0.51,-6.24,1.26,-0.239852,-6.37894,-0.0423018,63.7715,92.8379,0.000686646,-0.203934,-0.0453186,-0
3486,17,51,48,248,-0.84,-5.1,1.38,-0.736358,-5.48374,-1.28827,63.7701,92.8372,0.000686646,-0.481339,-0.168228,0.0686646
3487,17,51,48,254,-1.11,-5.04,1.35,-1.17457,-4.35625,-0.880565,63.7695,92.8358,0.00137329,-0.863113,-0.681152,0.0460052
3488,17,51,48,260,-0.66,-5.7,1.26,-0.825295,-4.6045,0.0475323,63.7667,92.8331,0.000686646,-0.762863,-0.611801,-0
3489,17,51,48,266,-0.54,-5.58,1.26,-0.189748,-5.82005,0.0318469,63.7612,92.8297,0.000686646,-0.476532,-0.290451,-0
3490,17,51,48,272,-0.36,-5.82,1.26,0.0143051,-6.29708,9.87514e-07,63.7523,92.8283,0.000686646,-0.267792,-0.153122,-0
3491,17,51,48,299,0.42,-5.88,1.23,0.924363,-7.11487,0.253583,63.7283,92.8262,0.000686646,0.0322723,0.00411987,-0.0130463
3492,17,51,48,305,0.36,-5.88,1.26,0.921569,-6.93038,9.86796e-07,63.7289,92.8262,0.000686646,0.0700378,0.00274658,-0
3493,17,51,48,310,-0.3,-5.04,1.23,0.260261,-5.25481,-0.00902996,63.7289,92.8249,0.000686646,-0.00617981,-0.20668,-0
3494,17,51,48,316,-1.23,-4.86,1.26,-1.00629,-4.20817,9.85598e-07,63.7296,92.8228,0.000686646,-0.44632,-0.74707,-0
3495,17,51,48,322,-1.17,-4.74,1.26,-1.56267,-3.7279,1.96688e-06,63.7289,92.8166,0.00137329,-1.08009,-1.31355,-0
3496,17,51,48,328,-0.48,-5.7,1.23,-1.27585,-4.35621,9.80807e-07,63.7269,92.8091,0.000686646,-1.19957,-1.35132,-0
3497,17,51,48,334,-0.3,-6.18,1.26,-0.300101,-5.73938,9.77692e-07,63.7221,92.8001,0.000686646,-0.784149,-0.837708,-0
3498,17,51,48,340,-0.36,-6.36,1.26,0.25786,-6.26107,1.95107e-06,63.7159,92.794,0.00137329,-0.361176,-0.491638,-0
3499,17,51,48,346,-0.27,-6.54,1.23,0.681314,-6.33803,9.74818e-07,63.7083,92.7912,0.000686646,-0.0700378,-0.2005,-0
3500,17,51,48,352,-0.09,-6.6,1.26,0.651244,-6.53299,9.74099e-07,63.7022,92.7898,0.00137329,0,-0.0947571,-0
3501,17,51,48,358,0.24,-6.54,1.29,0.751103,-6.679,-0.0267278,63.698,92.7898,0.000686646,0.0720978,-0.0322723,0.00137329
3502,17,51,48,364,-0.36,-5.52,1.29,0.22868,-5.94525,0,63.6974,92.7898,0.000686646,-0.0226593,-0.168915,-0
3503,17,51,48,370,-1.08,-5.28,1.26,-0.976637,-4.40695,0.000951599,63.698,92.7892,0.000686646,-0.580902,-0.680466,-0
3504,17,51,48,376,-1.17,-4.74,1.23,-1.46066,-3.88445,0,63.6987,92.7857,-0,-1.09314,-1.16867,-0
3505,17,51,48,382,-0.66,-5.4,1.23,-1.33573,-4.31232,0,63.6974,92.7795,-0,-1.20369,-1.20987,-0
3506,17,51,48,388,-0.39,-5.76,1.26,-0.419473,-5.51067,9.6811e-07,63.6946,92.7713,0.000686646,-0.817795,-0.806808,-0
3507,17,51,48,394,-0.36,-5.82,1.23,0.184655,-6.25616,9.66433e-07,63.6898,92.7679,0.000686646,-0.44632,-0.434647,-0
3508,17,51,48,400,-0.36,-5.94,1.26,0.402709,-6.40441,0,63.6836,92.7644,-0,-0.143509,-0.178528,-0
3509,17,51,48,406,-0.27,-6,1.2,0.689269,-6.50823,9.64996e-07,63.6781,92.7637,0.000686646,-0.0075531,-0.0885773,-0
3510,17,51,48,412,-0.18,-6.06,1.2,0.452858,-6.38862,9.64756e-07,63.6754,92.7631,0.000686646,0,-0.0631714,-0
3511,17,51,48,418,-0.75,-5.16,1.23,-0.00348535,-5.75325,9.64277e-07,63.6754,92.7617,0.000686646,-0.0652313,-0.134583,-0
3512,17,51,48,424,-0.78,-5.34,1.2,-1.13288,-4.40673,9.64037e-07,63.6761,92.761,0.000686646,-0.812302,-0.675659,-0
3513,17,51,48,430,-0.72,-5.58,1.2,-1.05299,-4.48058,9.626e-07,63.6781,92.7569,0.000686646,-0.607681,-0.672226,-0
3514,17,51,48,436,-0.66,-5.46,1.2,-0.233139,-5.76449,9.61642e-07,63.6788,92.7541,0.000686646,-0.340576,-0.301437,-0
3515,17,51,48,442,-0.51,-5.88,1.2,-0.0284493,-6.20491,9.60683e-07,63.6781,92.7514,0.000686646,-0.22316,-0.184708,-0
3516,17,51,48,448,-0.66,-5.82,1.26,0.241478,-6.48683,1.92089e-06,63.6774,92.7507,0.00137329,-0.0775909,-0.0700378,-0
3517,17,51,48,454,-0.57,-6,1.26,0.166752,-6.49384,9.59965e-07,63.6761,92.7493,0.000686646,-0.0707245,-0.0514984,-0
3518,17,51,48,460,-0.6,-5.94,1.23,0.0802939,-6.76518,9.59725e-07,63.6768,92.7486,0.000686646,-0.0611115,-0.00411987,-0
3519,17,51,48,466,-0.69,-5.94,1.23,-0.06402,-6.77876,9.59725e-07,63.6802,92.7486,0.000686646,-0.0906372,-0,-0
3520,17,51,48,472,-1.32,-4.98,1.2,-0.760182,-5.46253,9.59725e-07,63.6829,92.7486,0.000686646,-0.347443,-0.166168,-0
3521,17,51,48,478,-1.41,-5.04,1.23,-1.24222,-4.29986,0,63.6857,92.7473,-0,-0.826035,-0.681152,-0
3522,17,51,48,484,-1.14,-5.76,1.17,-0.953293,-4.57883,9.58048e-07,63.6864,92.7438,0.000686646,-0.769043,-0.628967,-0
3523,17,51,48,490,-1.17,-5.52,1.26,-0.292859,-5.87503,9.5709e-07,63.6836,92.7411,0.000686646,-0.541763,-0.271912,-0
3524,17,51,48,517,-0.66,-5.76,1.17,0.433604,-7.52141,0,63.6651,92.7377,-0,-0.123596,0.00205994,-0
3525,17,51,48,523,-0.75,-5.64,1.23,0.343986,-7.05523,9.55892e-07,63.6644,92.7377,0.000686646,-0.0954437,-0,-0
3526,17,51,48,529,-1.26,-4.68,1.26,-0.64677,-5.38323,1.91226e-06,63.6637,92.7383,0.00137329,-0.31105,-0.179901,-0
3527,17,51,48,535,-1.14,-4.92,1.2,-1.23454,-4.28243,9.55413e-07,63.6617,92.7363,0.000686646,-0.822601,-0.694199,-0
3528,17,51,48,541,-0.63,-5.52,1.2,-0.959937,-4.59705,0,63.6568,92.7328,-0,-0.741577,-0.628281,-0
3529,17,51,48,547,-0.72,-5.64,1.23,-0.131415,-5.69553,9.52538e-07,63.6527,92.728,0.000686646,-0.395508,-0.347443,-0
3530,17,51,48,553,-0.51,-5.82,1.17,0.116012,-6.20536,9.51819e-07,63.6472,92.726,0.000686646,-0.214233,-0.173721,-0
3531,17,51,48,559,-0.57,-5.82,1.2,0.45515,-6.43067,1.90316e-06,63.6431,92.7253,0.00137329,-0.0439453,-0.0844574,-0
3532,17,51,48,565,-0.3,-5.88,1.23,0.15536,-6.46859,9.51101e-07,63.6383,92.7239,0.000686646,-0.0714111,-0.0528717,-0
3533,17,51,48,571,-0.9,-5.28,1.23,-0.199778,-5.30049,9.50861e-07,63.6342,92.7232,0.000686646,-0.11673,-0.222473,-0
3534,17,51,48,577,-0.36,-5.94,1.23,-0.000644347,-5.65764,1.90124e-06,63.6308,92.7225,0.00137329,-0.0769043,-0.142822,-0
3535,17,51,48,583,-0.06,-5.82,1.23,0.424851,-6.46092,9.50382e-07,63.6259,92.7219,0.000686646,-0.000686646,-0.0611115,-0
3536,17,51,48,589,0.27,-5.82,1.23,0.677739,-6.52945,9.50142e-07,63.6211,92.7212,0.000686646,0.0556183,-0.0411987,-0
3537,17,51,48,595,-0.27,-4.92,1.2,-0.0490057,-5.3049,9.50142e-07,63.6163,92.7212,0.000686646,-0.0734711,-0.214233,-0
3538,17,51,48,601,-0.9,-4.8,1.2,-0.914968,-4.41756,9.48945e-07,63.615,92.7177,0.000686646,-0.382462,-0.632401,-0
3539,17,51,48,607,-0.36,-5.58,1.2,-0.695855,-4.67128,9.47986e-07,63.615,92.715,0.000686646,-0.31311,-0.605621,-0
3540,17,51,48,613,-0.39,-5.28,1.17,0.292494,-5.85332,0,63.6163,92.7122,-0,-0.0748444,-0.259552,-0
3541,17,51,48,619,-0.15,-5.58,1.23,0.607436,-6.41059,9.46549e-07,63.617,92.7109,0.000686646,0,-0.133209,-0
3542,17,51,48,625,-0.18,-5.4,1.17,0.735887,-6.64636,9.46309e-07,63.6177,92.7102,0.000686646,0.0679779,-0.044632,-0
3543,17,51,48,631,-0.81,-4.68,1.2,0.0432495,-5.29618,9.4607e-07,63.6163,92.7095,0.000686646,-0.054245,-0.239639,-0
3544,17,51,48,637,-0.96,-4.56,1.2,-1.19076,-4.35418,9.44872e-07,63.6177,92.7061,0.000686646,-0.624161,-0.682526,-0
3545,17,51,48,643,-0.54,-5.4,1.17,-0.967628,-4.65994,0,63.6177,92.702,-0,-0.514297,-0.637207,-0
3546,17,51,48,649,-0.63,-5.28,1.2,-0.116187,-5.77783,9.42236e-07,63.6184,92.6985,0.000686646,-0.269852,-0.306931,-0
3547,17,51,48,655,-0.57,-5.46,1.23,0.187969,-6.32958,9.41757e-07,63.6184,92.6971,0.000686646,-0.127029,-0.153122,-0
3548,17,51,48,661,-0.66,-5.46,1.17,0.262217,-6.56128,9.41278e-07,63.6205,92.6958,0.000686646,-0.0597382,-0.0617981,-0
3549,17,51,48,667,-0.63,-5.52,1.2,0.0955123,-6.54841,9.41518e-07,63.6232,92.6965,0.000686646,-0.0672913,-0.0405121,-0
3550,17,51,48,673,-0.75,-5.46,1.2,-0.0801572,-6.45766,9.41278e-07,63.6266,92.6958,0.000686646,-0.0920105,-0.0377655,-0
3551,17,51,48,679,-1.47,-4.56,1.17,-0.727762,-5.35752,9.41278e-07,63.6308,92.6958,0.000686646,-0.32959,-0.196381,-0
3552,17,51,48,685,-1.5,-4.68,1.2,-1.26603,-4.27327,9.4032e-07,63.6328,92.693,0.000686646,-0.852127,-0.736771,-0
3553,17,51,48,690,-1.32,-5.52,1.23,-1.00792,-4.55748,9.38882e-07,63.6335,92.6889,0.000686646,-0.808868,-0.672913,-0
3554,17,51,48,696,-1.2,-5.4,1.2,-0.334423,-5.77379,9.37924e-07,63.6294,92.6862,0.000686646,-0.606308,-0.336456,-0
3555,17,51,48,702,-0.84,-5.64,1.2,-0.166196,-6.32404,9.36726e-07,63.6239,92.6827,0.000686646,-0.413361,-0.162048,-0
3556,17,51,48,733,-0.66,-5.58,1.2,0.515962,-7.13643,9.36726e-07,63.6067,92.6827,0.000686646,-0.0707245,-0,-0
3557,17,51,48,739,-0.63,-5.52,1.05,0.403093,-6.91771,0.687954,63.6019,92.6827,0.000686646,-0.0370789,-0,0.000686646
3558,17,51,48,745,-1.05,-4.56,1.2,-0.226936,-5.9793,-0.160287,63.5964,92.6827,0.000686646,-0.190201,-0.134583,-0.00411987
3559,17,51,48,751,-0.72,-4.8,1.2,-1.16693,-4.29925,-0.0247153,63.5923,92.6807,0.000686646,-0.732651,-0.721664,-0
3560,17,51,48,757,-0.45,-5.22,1.17,-1.06046,-4.31627,0.00570375,63.5861,92.6772,-0,-0.594635,-0.672913,-0
3561,17,51,48,763,-0.63,-5.04,1.2,0.0830092,-5.74578,9.33372e-07,63.582,92.6731,-0,-0.218353,-0.31929,-0
